timestamp,source,feedback_text
"2025-03-23T23:43:02",311-App,"This process is too confusing and needs to be streamlined."
"2025-01-14T23:31:32",Twitter,"My trash was missed again this week on Elm Street."
"2025-06-23T23:58:57",Facebook,"The community center is looking beautiful this spring! Great job by the maintenance team."
"2025-04-15T16:53:03",311-App,"I'm very disappointed with the lack of response to my issue."
"2025-01-04T11:58:20",Twitter,"This process is too confusing and needs to be streamlined."
"2025-06-17T11:00:02",Facebook,"My trash was missed again this week on Elm Street."
"2025-01-07T19:12:11",Email,"I have a question about my utility bill."
"2025-06-02T04:24:03",Email,"There's a massive crosswalk on Maple Ave that needs fixing immediately."
"2025-04-12T09:38:15",Email,"This process is too confusing and needs to be streamlined."
"2025-04-08T15:06:05",Twitter,"There's a massive street sign on Maple Ave that needs fixing immediately."
"2025-06-22T03:54:55",Twitter,"When will the traffic light on Oak Street be repaired? It's a safety hazard."
"2025-04-20T12:10:12",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-05-21T05:13:12",Email,"I'm very disappointed with the lack of response to my issue."
"2025-06-29T14:26:50",Facebook,"This process is too confusing and needs to be streamlined."
"2025-04-24T04:31:12",Twitter,"The park is looking beautiful this spring! Great job by the maintenance team."
"2025-01-03T17:45:28",311-App,"The park needs better lighting at night."
"2025-02-03T18:59:12",Twitter,"I'm very disappointed with the lack of response to my issue."
"2025-02-28T10:46:22",Facebook,"When will the road on Oak Street be repaired? It's a safety hazard."
"2025-02-21T07:06:17",Email,"Why was my recycling request denied?"
"2025-02-12T02:25:25",Email,"There's a massive road on Maple Ave that needs fixing immediately."
"2025-03-15T00:09:03",Facebook,"This process is too confusing and needs to be streamlined."
"2025-06-27T19:48:38",Twitter,"Just wanted to say thank you for the excellent service."
"2025-05-12T10:54:16",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-06-20T23:55:26",311-App,"When will the pothole on Oak Street be repaired? It's a safety hazard."
"2025-02-01T01:36:44",Twitter,"I'm very disappointed with the lack of response to my issue."
"2025-05-16T12:46:14",Twitter,"This process is too confusing and needs to be streamlined."
"2025-01-01T16:36:18",Facebook,"This process is too confusing and needs to be streamlined."
"2025-04-01T02:43:52",Facebook,"There's a massive traffic light on Maple Ave that needs fixing immediately."
"2025-02-01T07:10:04",Email,"Just wanted to say thank you for the excellent service."
"2025-02-07T06:11:17",311-App,"My recycling was missed again this week on Elm Street."
"2025-01-25T04:28:45",Facebook,"The road at 1st and Main is still broken, causing huge delays."
"2025-02-22T20:02:05",Twitter,"The recycling team left a huge mess on the curb."
"2025-06-04T14:24:33",Email,"The new online system for the park is a fantastic improvement."
"2025-02-11T02:14:38",Facebook,"When will the traffic light on Oak Street be repaired? It's a safety hazard."
"2025-05-04T07:39:16",311-App,"The city staff I spoke with was very helpful."
"2025-02-11T00:59:26",Facebook,"There's a massive traffic light on Maple Ave that needs fixing immediately."
"2025-03-17T01:54:50",311-App,"Just wanted to say thank you for the excellent service."
"2025-04-23T10:40:08",311-App,"The playground needs better lighting at night."
"2025-06-16T00:44:59",Twitter,"The new online system for the summer program is a fantastic improvement."
"2025-03-03T05:02:24",Email,"The city staff I spoke with was very helpful."
"2025-04-17T18:12:24",Email,"The recycling team left a huge mess on the curb."
"2025-04-25T15:14:22",Facebook,"The city staff I spoke with was very helpful."
"2025-05-18T10:58:23",Facebook,"This process is too confusing and needs to be streamlined."
"2025-04-02T04:16:15",Twitter,"There's a massive crosswalk on Maple Ave that needs fixing immediately."
"2025-02-07T08:44:30",Facebook,"The bulk pickup team left a huge mess on the curb."
"2025-01-22T15:19:51",Email,"My street sweeping was missed again this week on Elm Street."
"2025-02-08T15:14:42",Email,"This process is too confusing and needs to be streamlined."
"2025-04-25T03:20:05",Twitter,"This process is too confusing and needs to be streamlined."
"2025-02-09T05:04:08",Email,"Why was my bulk pickup request denied?"
"2025-05-12T07:12:22",311-App,"This process is too confusing and needs to be streamlined."
"2025-04-15T02:23:40",311-App,"The street sweeping team left a huge mess on the curb."
"2025-02-19T06:52:03",Twitter,"The traffic light at 1st and Main is still broken, causing huge delays."
"2025-01-08T14:42:26",Twitter,"The pothole at 1st and Main is still broken, causing huge delays."
"2025-02-15T03:22:27",Twitter,"The city staff I spoke with was very helpful."
"2025-02-13T07:22:37",Twitter,"This process is too confusing and needs to be streamlined."
"2025-03-26T21:35:34",311-App,"When will the pothole on Oak Street be repaired? It's a safety hazard."
"2025-02-28T20:35:47",Facebook,"My family loved the community center event last weekend."
"2025-03-28T18:44:03",Email,"I have a question about my utility bill."
"2025-05-24T16:45:28",Twitter,"Just wanted to say thank you for the excellent service."
"2025-04-02T00:49:27",311-App,"The traffic light at 1st and Main is still broken, causing huge delays."
"2025-03-04T08:17:50",Facebook,"I have a question about my utility bill."
"2025-01-08T03:24:20",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-05-03T23:08:09",311-App,"Just wanted to say thank you for the excellent service."
"2025-03-04T07:42:51",311-App,"The street sign at 1st and Main is still broken, causing huge delays."
"2025-03-19T19:34:59",Twitter,"I'm very disappointed with the lack of response to my issue."
"2025-03-11T02:38:58",Email,"I'm very disappointed with the lack of response to my issue."
"2025-04-19T22:48:00",Email,"Just wanted to say thank you for the excellent service."
"2025-02-09T17:00:30",Facebook,"The pothole at 1st and Main is still broken, causing huge delays."
"2025-02-08T16:52:13",Twitter,"Requesting information on an upcoming city project."
"2025-04-16T13:10:39",Facebook,"There's a massive crosswalk on Maple Ave that needs fixing immediately."
"2025-01-06T14:30:09",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-06-02T14:21:07",Facebook,"This process is too confusing and needs to be streamlined."
"2025-05-01T07:43:15",311-App,"Just wanted to say thank you for the excellent service."
"2025-01-11T11:44:45",Twitter,"The city staff I spoke with was very helpful."
"2025-06-30T22:21:48",311-App,"This process is too confusing and needs to be streamlined."
"2025-05-27T19:57:43",Email,"I have a question about my utility bill."
"2025-04-14T17:03:54",311-App,"This process is too confusing and needs to be streamlined."
"2025-06-19T01:36:26",Email,"The city staff I spoke with was very helpful."
"2025-03-23T05:14:52",Twitter,"The community center is looking beautiful this spring! Great job by the maintenance team."
"2025-03-21T06:36:59",Twitter,"This process is too confusing and needs to be streamlined."
"2025-01-06T12:13:27",Twitter,"The equipment at the playground is broken and unsafe."
"2025-03-24T03:37:50",Email,"I'm very disappointed with the lack of response to my issue."
"2025-01-01T00:34:52",Twitter,"The city staff I spoke with was very helpful."
"2025-03-28T18:56:50",Facebook,"This process is too confusing and needs to be streamlined."
"2025-04-15T10:17:17",Email,"I'm very disappointed with the lack of response to my issue."
"2025-06-25T02:37:46",Facebook,"The city staff I spoke with was very helpful."
"2025-04-12T07:53:32",Facebook,"The summer program is looking beautiful this spring! Great job by the maintenance team."
"2025-05-05T16:29:51",Twitter,"I'm very disappointed with the lack of response to my issue."
"2025-02-28T01:35:30",Twitter,"The street sweeping team left a huge mess on the curb."
"2025-05-02T19:50:03",Facebook,"Why was my trash request denied?"
"2025-02-01T12:20:45",Twitter,"The summer program is looking beautiful this spring! Great job by the maintenance team."
"2025-06-16T21:03:59",Twitter,"I'm very disappointed with the lack of response to my issue."
"2025-05-07T15:25:49",Facebook,"My street sweeping was missed again this week on Elm Street."
"2025-04-28T13:40:33",Twitter,"The new online system for the library is a fantastic improvement."
"2025-05-20T04:49:44",Facebook,"My family loved the library event last weekend."
"2025-05-27T20:02:59",311-App,"I'm very disappointed with the lack of response to my issue."
"2025-01-12T19:08:32",Email,"My recycling was missed again this week on Elm Street."
"2025-05-27T04:23:15",311-App,"My family loved the community center event last weekend."
"2025-05-09T05:19:36",Email,"The playground needs better lighting at night."
"2025-03-10T07:44:05",Email,"The road at 1st and Main is still broken, causing huge delays."
"2025-05-09T14:37:49",Email,"I'm very disappointed with the lack of response to my issue."
"2025-06-08T23:09:36",Facebook,"The city staff I spoke with was very helpful."
"2025-06-24T21:21:22",Email,"This process is too confusing and needs to be streamlined."
"2025-04-16T20:22:57",Twitter,"The city staff I spoke with was very helpful."
"2025-04-24T11:15:13",311-App,"The city staff I spoke with was very helpful."
"2025-05-05T00:35:23",Facebook,"The recycling team left a huge mess on the curb."
"2025-06-15T20:45:09",Email,"Why was my street sweeping request denied?"
"2025-03-27T17:11:39",Twitter,"The new online system for the summer program is a fantastic improvement."
"2025-04-08T15:08:45",311-App,"The equipment at the summer program is broken and unsafe."
"2025-03-31T17:05:51",Email,"The library is looking beautiful this spring! Great job by the maintenance team."
"2025-01-27T06:17:39",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-06-01T16:10:37",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-03-25T07:42:05",311-App,"The pothole at 1st and Main is still broken, causing huge delays."
"2025-01-06T02:31:02",Email,"The trash team left a huge mess on the curb."
"2025-04-11T11:31:43",Email,"The city staff I spoke with was very helpful."
"2025-02-06T20:54:39",Email,"This process is too confusing and needs to be streamlined."
"2025-05-19T07:53:34",Facebook,"Just wanted to say thank you for the excellent service."
"2025-04-16T20:20:34",Email,"I'm very disappointed with the lack of response to my issue."
"2025-03-02T13:12:18",311-App,"The new online system for the park is a fantastic improvement."
"2025-03-27T10:53:38",Twitter,"There's a massive road on Maple Ave that needs fixing immediately."
"2025-03-31T20:32:02",Facebook,"The city staff I spoke with was very helpful."
"2025-01-30T17:01:59",Twitter,"The bulk pickup team left a huge mess on the curb."
"2025-03-10T02:58:02",Facebook,"Why was my bulk pickup request denied?"
"2025-05-28T00:03:17",Twitter,"Just wanted to say thank you for the excellent service."
"2025-01-04T01:57:09",Email,"I have a question about my utility bill."
"2025-06-13T00:04:30",Email,"My family loved the park event last weekend."
"2025-02-22T18:46:35",311-App,"The new online system for the summer program is a fantastic improvement."
"2025-01-16T01:57:41",311-App,"The road at 1st and Main is still broken, causing huge delays."
"2025-02-07T02:22:35",Facebook,"Why was my street sweeping request denied?"
"2025-03-26T04:00:06",Email,"The city staff I spoke with was very helpful."
"2025-02-12T22:27:23",Facebook,"Requesting information on an upcoming city project."
"2025-06-21T10:54:16",Twitter,"My family loved the playground event last weekend."
"2025-02-18T08:08:54",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-06-12T13:46:12",311-App,"When will the road on Oak Street be repaired? It's a safety hazard."
"2025-05-05T19:50:00",311-App,"Just wanted to say thank you for the excellent service."
"2025-01-31T06:38:17",Facebook,"There's a massive traffic light on Maple Ave that needs fixing immediately."
"2025-02-24T13:22:16",Twitter,"The traffic light at 1st and Main is still broken, causing huge delays."
"2025-03-30T06:50:39",Twitter,"This process is too confusing and needs to be streamlined."
"2025-04-13T20:44:00",311-App,"My trash was missed again this week on Elm Street."
"2025-02-15T23:43:57",Facebook,"The new online system for the summer program is a fantastic improvement."
"2025-03-23T08:56:45",Facebook,"There's a massive pothole on Maple Ave that needs fixing immediately."
"2025-01-07T05:19:25",Twitter,"The street sweeping team left a huge mess on the curb."
"2025-03-16T03:26:04",Twitter,"The city staff I spoke with was very helpful."
"2025-01-19T06:41:35",311-App,"The traffic light at 1st and Main is still broken, causing huge delays."
"2025-04-28T08:09:40",Email,"The new online system for the summer program is a fantastic improvement."
"2025-03-28T20:22:32",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-05-25T13:41:10",Facebook,"There's a massive street sign on Maple Ave that needs fixing immediately."
"2025-04-18T15:05:28",Twitter,"When will the pothole on Oak Street be repaired? It's a safety hazard."
"2025-06-07T01:08:20",Twitter,"Why was my recycling request denied?"
"2025-04-17T02:20:53",311-App,"I'm very disappointed with the lack of response to my issue."
"2025-05-29T20:56:33",Twitter,"Just wanted to say thank you for the excellent service."
"2025-04-01T21:51:11",Facebook,"The city staff I spoke with was very helpful."
"2025-04-23T02:09:18",Twitter,"I have a question about my utility bill."
"2025-06-15T15:49:22",Twitter,"Why was my recycling request denied?"
"2025-05-05T18:21:14",Facebook,"Just wanted to say thank you for the excellent service."
"2025-05-05T19:15:40",Twitter,"Requesting information on an upcoming city project."
"2025-03-08T16:31:42",Twitter,"This process is too confusing and needs to be streamlined."
"2025-03-19T15:31:32",311-App,"The city staff I spoke with was very helpful."
"2025-06-08T15:45:48",Email,"I'm very disappointed with the lack of response to my issue."
"2025-04-19T21:39:52",Facebook,"Just wanted to say thank you for the excellent service."
"2025-03-19T10:33:05",Twitter,"I'm very disappointed with the lack of response to my issue."
"2025-03-25T11:51:54",311-App,"The equipment at the community center is broken and unsafe."
"2025-03-31T15:35:09",Facebook,"The city staff I spoke with was very helpful."
"2025-02-25T16:57:22",Facebook,"My recycling was missed again this week on Elm Street."
"2025-05-05T08:06:52",Twitter,"There's a massive traffic light on Maple Ave that needs fixing immediately."
"2025-05-27T06:10:16",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-03-02T04:47:25",311-App,"The traffic light at 1st and Main is still broken, causing huge delays."
"2025-06-06T14:00:18",Twitter,"I'm very disappointed with the lack of response to my issue."
"2025-05-20T17:54:41",Email,"The equipment at the playground is broken and unsafe."
"2025-06-19T06:01:08",Twitter,"Requesting information on an upcoming city project."
"2025-04-21T01:56:32",Email,"I'm very disappointed with the lack of response to my issue."
"2025-05-19T07:00:01",Email,"I'm very disappointed with the lack of response to my issue."
"2025-01-01T14:33:44",311-App,"I'm very disappointed with the lack of response to my issue."
"2025-05-02T16:47:45",Email,"I'm very disappointed with the lack of response to my issue."
"2025-06-26T00:15:39",Facebook,"The crosswalk at 1st and Main is still broken, causing huge delays."
"2025-04-28T04:03:39",311-App,"I'm very disappointed with the lack of response to my issue."
"2025-03-13T15:16:49",Facebook,"My family loved the community center event last weekend."
"2025-06-17T17:46:52",Facebook,"The community center is looking beautiful this spring! Great job by the maintenance team."
"2025-02-08T08:22:37",311-App,"When will the road on Oak Street be repaired? It's a safety hazard."
"2025-06-04T08:36:15",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-05-20T04:27:09",Email,"My family loved the library event last weekend."
"2025-03-08T16:09:48",Email,"I have a question about my utility bill."
"2025-04-30T05:11:10",311-App,"I have a question about my utility bill."
"2025-05-31T06:25:55",Email,"The park needs better lighting at night."
"2025-05-07T11:36:35",Email,"I'm very disappointed with the lack of response to my issue."
"2025-05-17T09:37:39",Facebook,"The city staff I spoke with was very helpful."
"2025-01-30T17:11:57",311-App,"The street sign at 1st and Main is still broken, causing huge delays."
"2025-03-31T09:58:11",Email,"The recycling team left a huge mess on the curb."
"2025-02-18T14:57:30",311-App,"This process is too confusing and needs to be streamlined."
"2025-02-19T20:35:55",Email,"The road at 1st and Main is still broken, causing huge delays."
"2025-01-25T01:01:22",Email,"The crosswalk at 1st and Main is still broken, causing huge delays."
"2025-02-24T15:52:49",Twitter,"Just wanted to say thank you for the excellent service."
"2025-05-17T01:20:15",311-App,"The city staff I spoke with was very helpful."
"2025-02-23T08:45:46",311-App,"Just wanted to say thank you for the excellent service."
"2025-01-01T05:27:55",Email,"The community center is looking beautiful this spring! Great job by the maintenance team."
"2025-02-01T01:08:22",Email,"The playground is looking beautiful this spring! Great job by the maintenance team."
"2025-05-13T18:48:46",Twitter,"The trash team left a huge mess on the curb."
"2025-04-02T23:29:15",Email,"This process is too confusing and needs to be streamlined."
"2025-05-08T23:40:43",Twitter,"I'm very disappointed with the lack of response to my issue."
"2025-06-01T03:32:12",Facebook,"This process is too confusing and needs to be streamlined."
"2025-02-08T10:54:35",Email,"The new online system for the library is a fantastic improvement."
"2025-05-25T03:02:35",Twitter,"The new online system for the library is a fantastic improvement."
"2025-03-30T03:43:20",Facebook,"Just wanted to say thank you for the excellent service."
"2025-01-12T09:13:30",Email,"My recycling was missed again this week on Elm Street."
"2025-03-09T20:47:41",Email,"Just wanted to say thank you for the excellent service."
"2025-03-17T16:43:42",Email,"There's a massive traffic light on Maple Ave that needs fixing immediately."
"2025-01-22T11:30:25",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-02-21T04:31:37",311-App,"I'm very disappointed with the lack of response to my issue."
"2025-06-27T20:52:02",311-App,"The new online system for the park is a fantastic improvement."
"2025-01-25T01:55:53",311-App,"This process is too confusing and needs to be streamlined."
"2025-03-30T14:54:03",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-04-25T05:03:31",311-App,"This process is too confusing and needs to be streamlined."
"2025-05-15T08:53:13",Twitter,"The street sweeping team left a huge mess on the curb."
"2025-06-19T23:27:37",Twitter,"The library is looking beautiful this spring! Great job by the maintenance team."
"2025-03-07T09:37:46",Twitter,"Requesting information on an upcoming city project."
"2025-06-25T14:26:15",Email,"This process is too confusing and needs to be streamlined."
"2025-06-10T10:48:52",311-App,"The street sweeping team left a huge mess on the curb."
"2025-04-21T05:29:28",311-App,"There's a massive road on Maple Ave that needs fixing immediately."
"2025-05-07T19:28:53",Facebook,"This process is too confusing and needs to be streamlined."
"2025-04-30T03:45:58",Facebook,"My family loved the summer program event last weekend."
"2025-06-15T23:18:38",Facebook,"The pothole at 1st and Main is still broken, causing huge delays."
"2025-01-31T09:03:12",Facebook,"The road at 1st and Main is still broken, causing huge delays."
"2025-02-06T22:35:35",311-App,"The city staff I spoke with was very helpful."
"2025-06-30T03:07:42",Facebook,"The recycling team left a huge mess on the curb."
"2025-01-01T06:08:54",311-App,"The summer program needs better lighting at night."
"2025-05-19T04:57:03",Facebook,"This process is too confusing and needs to be streamlined."
"2025-03-11T02:46:13",Email,"I'm very disappointed with the lack of response to my issue."
"2025-03-14T05:44:38",Facebook,"The road at 1st and Main is still broken, causing huge delays."
"2025-06-26T10:57:58",311-App,"This process is too confusing and needs to be streamlined."
"2025-01-22T14:15:27",Twitter,"The city staff I spoke with was very helpful."
"2025-01-19T04:58:01",Email,"The street sign at 1st and Main is still broken, causing huge delays."
"2025-02-20T21:29:15",Twitter,"Why was my street sweeping request denied?"
"2025-04-17T17:39:05",Email,"My bulk pickup was missed again this week on Elm Street."
"2025-04-20T01:43:10",Facebook,"The playground is looking beautiful this spring! Great job by the maintenance team."
"2025-02-01T09:09:43",311-App,"This process is too confusing and needs to be streamlined."
"2025-05-03T06:54:49",Twitter,"When will the pothole on Oak Street be repaired? It's a safety hazard."
"2025-04-21T23:03:50",Twitter,"There's a massive pothole on Maple Ave that needs fixing immediately."
"2025-03-15T20:39:17",Facebook,"This process is too confusing and needs to be streamlined."
"2025-02-22T01:21:56",Twitter,"I have a question about my utility bill."
"2025-03-28T16:36:15",Email,"I have a question about my utility bill."
"2025-06-28T23:39:21",Twitter,"I'm very disappointed with the lack of response to my issue."
"2025-02-01T21:32:01",Email,"I have a question about my utility bill."
"2025-03-05T20:22:44",Email,"My bulk pickup was missed again this week on Elm Street."
"2025-03-21T00:41:35",Email,"Why was my recycling request denied?"
"2025-05-23T06:28:04",Facebook,"The city staff I spoke with was very helpful."
"2025-04-03T14:36:41",Email,"I'm very disappointed with the lack of response to my issue."
"2025-06-27T19:41:18",Facebook,"The city staff I spoke with was very helpful."
"2025-02-17T19:47:26",Facebook,"The trash team left a huge mess on the curb."
"2025-03-31T09:15:26",Facebook,"Why was my bulk pickup request denied?"
"2025-03-04T14:55:28",Twitter,"This process is too confusing and needs to be streamlined."
"2025-02-15T06:20:46",Facebook,"This process is too confusing and needs to be streamlined."
"2025-02-08T23:53:17",311-App,"Just wanted to say thank you for the excellent service."
"2025-02-09T15:38:44",Twitter,"When will the crosswalk on Oak Street be repaired? It's a safety hazard."
"2025-05-30T07:04:08",Facebook,"Requesting information on an upcoming city project."
"2025-04-25T20:22:22",Facebook,"This process is too confusing and needs to be streamlined."
"2025-04-24T21:07:57",311-App,"Just wanted to say thank you for the excellent service."
"2025-01-11T17:58:20",Email,"When will the street sign on Oak Street be repaired? It's a safety hazard."
"2025-02-20T05:24:43",Email,"Just wanted to say thank you for the excellent service."
"2025-05-08T18:28:39",311-App,"I'm very disappointed with the lack of response to my issue."
"2025-04-16T04:05:22",Twitter,"The city staff I spoke with was very helpful."
"2025-02-02T08:57:20",311-App,"This process is too confusing and needs to be streamlined."
"2025-02-24T22:49:30",Email,"I'm very disappointed with the lack of response to my issue."
"2025-01-30T07:55:42",Twitter,"Just wanted to say thank you for the excellent service."
"2025-06-13T11:03:21",Email,"I have a question about my utility bill."
"2025-05-11T00:13:56",Twitter,"When will the street sign on Oak Street be repaired? It's a safety hazard."
"2025-02-15T13:35:09",Email,"The traffic light at 1st and Main is still broken, causing huge delays."
"2025-04-07T11:33:04",Email,"Just wanted to say thank you for the excellent service."
"2025-04-20T11:18:28",311-App,"When will the traffic light on Oak Street be repaired? It's a safety hazard."
"2025-06-14T07:19:54",311-App,"When will the road on Oak Street be repaired? It's a safety hazard."
"2025-03-01T08:54:12",Email,"The city staff I spoke with was very helpful."
"2025-03-18T14:57:32",Twitter,"My recycling was missed again this week on Elm Street."
"2025-05-25T11:59:14",Facebook,"I'm very disappointed with the lack of response to my issue."
"2025-02-17T11:48:13",311-App,"The city staff I spoke with was very helpful."
"2025-03-28T03:17:27",Twitter,"My recycling was missed again this week on Elm Street."
"2025-01-29T00:10:43",Facebook,"The city staff I spoke with was very helpful."